runnr	MC energy	MC zenith	MC azimuth	MC Xmax	MC core x	MC core y	MC core z	Sd rec success	Sd energy	SD zenith	SD azimuth	SD core x	SD core y	SD core z	Rd rec success	Stations with Pulse	Rd zenith	Rd azimuth	Rd core x	Rd core y	Rd core z	rad energy	rad energy error	lorentz angle	2dLDF sigma	2dLDF sigma error	2dLDF Chi2	2dLDf NDF	Rd energy	SE_RdLDF1	SE_RdLDF2	EE_RdLDF1	EE_RdLDF1error	EE_RdLDF2	EE_RdLDF2error	EE_RdLDF3	EE_RdLDF3error	OnedLDFChi2	EE_RdLDFNDF	pvalue1dLDF	GeoCe DXmax	GeoCeXmax	GeoCe DXmax Error	GeoCe Erad	GeoCe Erad Error	GeoCe LDFChi2	GeoCe LDF ndf	pvalue GeoCe	Md rec success	N_mu_ref	N_mu_ref error	MLDF Chi2	MLDF NDF	MLDF Likelihood	M beta	M beta error	M beta syst
100002	1.54961e+18	41.0088	303.544	722.108	449498	6.11396e+06	1468.23	1	1.25028e+18	40.8672	302.948	449475	6.11397e+06	1399.94	1	5	41.6363	302.984	-27735.3	14842.3	-9.31892	2.14885e+07	4.97342e+06	89.9523	120.234	5.70227	0.000268181	1	1.16711e+18	0.000432548	0.0103224	0.000425686	2.89561e-05	1.81275e-05	0	-0.00829983	0.0015792	41.5373	3	5.02984e-09	497.862	635.012	24.5373	1.33923e+07	2.22527e+06	6.82389	1	0.00899464	1	1.98335	0.124355	43.5832	47	26.6202	0.908356	0.1689	0
100006	2.55791e+17	41.8761	291.04	755.629	449957	6.11422e+06	1468.64	1	2.42775e+17	42.1629	291.575	449920	6.11426e+06	1399.98	1	4	41.9739	290.814	-27227.3	15023.6	93.5093	529618	351669	86.5328	107.82	20.1043	0.374925	2	1.80156e+17	0.000131472	0.0107501	0.000133365	9.2622e-06	1.79952e-05	0	-0.0106147	0.00250536	0.0371916	2	0.981576	483.143	664.974	47.2392	459449	69139.8	1.92221	2	0.38247	1	0.366094	0.077397	10.5699	9	8.68968	1.81674	0.726369	0
100009	1.47883e+18	48.8578	163.62	715.794	450725	6.11475e+06	1466.9	1	1.16268e+18	48.715	163.962	450805	6.11474e+06	1399.95	1	20	49.4506	163.968	-26501.7	15613	-7.25684	1.31802e+07	738978	58.1579	174.06	1.42997	57.3135	16	1.08056e+18	0.000289399	0.012011	0.000298656	5.05692e-06	1.4852e-05	0	-0.00896069	0.00010677	721.337	18	1.67736e-141	584.221	715.122	3.57862	1.63337e+07	872188	31.7763	16	0.0106918	1	1.631	0.108359	33.5948	35	20.8565	0.980961	0.137244	0
100010	7.99267e+17	47.9999	20.302	681.155	448781	6.11425e+06	1478.29	1	5.22688e+17	48.1185	19.9479	448745	6.11422e+06	1399.96	1	7	47.8577	20.4504	-28461.6	15124.1	-3.11813	4.33209e+06	1.07929e+06	51.174	171.116	13.182	2.02188	3	6.67505e+17	0.00031234	0.00578655	0.000331979	1.90705e-05	1.55548e-05	0	-0.00499289	0.000778407	21.4924	5	0.000653649	640.435	637.156	47.1215	4.26737e+06	425319	2.68511	3	0.442764	1	1.0121	0.0933782	20.6266	21	13.9757	1.07147	0.369204	0
100013	4.28135e+17	46.8181	329.764	751.712	450542	6.11543e+06	1468.17	1	3.02824e+17	47.4047	329.74	450460	6.11542e+06	1399.97	1	4	46.1116	329.496	-26445	16229	91.9969	1.83655e+06	410512	82.4074	150.244	2.99322	1.82272	2	3.39737e+17	0.000138013	0.0156829	0.000148409	1.43459e-05	1.63051e-05	0	-0.0132389	0.000661247	53.0696	2	2.99281e-12	523.216	726.026	15.3349	1.5929e+06	168677	1.83108	2	0.400301	1	0.342741	0.0572574	10.2553	16	7.23657	0.182897	0.34585	0
100038	1.06303e+18	55.3767	68.01	711.488	450626	6.11524e+06	1467.75	1	5.89573e+17	55.2015	68.5462	450608	6.11516e+06	1399.97	1	4	55.0512	68.9704	-26451.2	16236.1	92.0189	1.62472e+06	411038	15.2362	203.28	4.14736	0.696155	2	1.1592e+18	0.000455452	0.0103807	0.000526017	5.49104e-05	1.22506e-05	0	-0.00710275	0.000400926	30.4246	2	2.47384e-07	889.609	614.984	36.0942	484927	117175	13.1808	2	0.00137351	1	0.765299	0.0812307	38.1049	28	17.5918	0.42248	0.110356	0
100043	4.04584e+17	57.4623	204.837	662.715	451180	6.11441e+06	1462.78	1	3.61319e+17	58.179	205.421	451345	6.11449e+06	1399.96	1	39	58.3045	204.821	-26041.6	15298.6	-8.71969	1.82356e+06	68290.1	89.6944	235.611	1.91564	25.7261	35	3.35797e+17	0.000136177	0.00734745	0.000150603	1.72121e-06	1.06532e-05	0	-0.00321294	6.60223e-05	1696.05	37	0	926.374	663.046	8.02487	1.83316e+06	50730.9	24.4949	35	0.907781	1	0.67823	0.0944034	25.0068	16	19.6025	0.319386	0.356913	0
100044	5.76882e+17	52.0915	252.634	676.586	450053	6.11514e+06	1472.83	1	4.28169e+17	51.0217	252.335	450052	6.11511e+06	1399.96	1	8	51.855	252.27	-27178.9	15972.2	-5.06467	2.88164e+06	568880	75.4921	182.158	12.008	1.05366	4	4.37751e+17	0.000282898	0.0056644	0.000305351	1.45843e-05	1.37594e-05	0	-0.00461123	0.000521522	18.6636	6	0.00477124	690.496	700.9	35.5971	2.98559e+06	259308	0.558274	4	0.967586	1	0.786053	0.0724235	24.9713	21	12.708	1.21024	0	0
100046	6.22208e+17	43.4862	179.478	709.381	450965	6.11434e+06	1464.57	1	4.44066e+17	43.5087	180.513	450969	6.11436e+06	1399.97	1	17	44.1725	180.34	-26290.9	15203.3	-7.7227	3.15254e+06	179520	66.7171	161.131	1.64224	51.3308	13	4.85561e+17	0.000122958	0.0138399	0.000148134	2.55366e-06	1.71128e-05	0	-0.0117453	0.000113982	1258.78	15	3.84751e-259	509.221	669.042	1.93091	2.99286e+06	97070.3	51.9075	13	1.39846e-06	1	0.655098	0.0643216	40.2165	21	16.4821	1.4212	0	0
100049	2.17556e+17	45.4065	215.496	732.27	450097	6.11511e+06	1473.06	1	1.76132e+17	45.4383	215.944	450165	6.11518e+06	1399.98	1	3	45.492	216.388	-27210.9	15907.7	95.7752	418468	206152	87.078	131.869	22.8695	1.99868	1	1.59962e+17	0.000113058	0.00739314	0.000115232	9.61344e-06	1.65661e-05	0	-0.00773012	0.00221555	1.66618	1	0.196771	457.294	760.354	12.4369	456939	68799	2.11125	1	0.146219	1	0.399345	0.0703205	11.4255	12	7.23105	1.34121	0.560306	0
100050	3.92516e+17	34.6681	300.832	702.66	449120	6.11407e+06	1474.44	1	2.31132e+17	34.28	302.27	449100	6.11406e+06	1399.98	1	3	34.5346	301.388	-28088.9	14900.4	96.0474	1.3029e+06	442730	84.0953	110.027	11.7542	0.00115678	1	2.84753e+17	0.000167018	0.0132115	0.0001691	1.68039e-05	2.07002e-05	0	-0.0139082	0.00252581	7.12377	1	0.00760685	417.298	622.116	14.7864	1.13527e+06	156369	3.60291	1	0.0576787	1	0.345222	0.0607232	12.2232	14	7.35903	0.673838	0.238351	0
100055	2.3076e+17	50.3748	156.149	631.957	450987	6.1143e+06	1464.57	1	1.57676e+17	50.0269	155.355	451032	6.11427e+06	1399.98	1	13	51.2017	157.261	-26262	15150.8	-7.47834	577017	103898	53.9754	204.891	4.6813	49.6456	9	2.36051e+17	1.32411e-05	0.010313	1.41536e-05	1.90309e-07	1.406e-05	0	-0.0100812	0.000188146	1262.76	11	4.78575e-264	776.259	564.172	14.9651	428947	48427.3	38.5363	9	1.3963e-05	1	0.343148	0.0648675	7.00081	12	3.59435	0.176137	0.761854	0
100056	2.25063e+17	49.7995	247.654	871.776	449598	6.11466e+06	1474.43	1	2.03395e+17	49.1793	247.729	449587	6.11467e+06	1399.99	1	3	49.2998	246.296	-27622.9	15328.2	96.3018	611791	299742	79.1666	147.097	30.4835	0.922698	1	1.97521e+17	8.53121e-05	0.0172736	8.62425e-05	1.27645e-05	1.49193e-05	0	-0.0178438	0.0030923	0.0940924	1	0.759038	378.377	946.06	26.0367	464374	73618.7	1.96938	1	0.160514	1	0.163485	0.0622046	10.734	8	5.62649	1.19107	0.440422	0
100058	2.20057e+17	39.5621	244.728	686.854	449273	6.11413e+06	1474.32	1	1.6919e+17	39.5924	242.242	449280	6.11419e+06	1399.99	1	3	40.0413	244.892	-27977.9	14944.2	96.1432	469043	228270	88.2855	136.325	25.4599	0.04723	1	1.69188e+17	0.000126629	0.00746319	0.000126576	1.17662e-05	1.87404e-05	0	-0.00833133	0.00299953	0.567549	1	0.451234	518.867	590.017	31.5395	479628	61143.8	0.111082	1	0.738916	1	0.371223	0.0697154	6.46812	10	3.91854	0.329514	0.498114	0
100059	1.03102e+18	14.674	152.377	671.428	449811	6.11407e+06	1470.16	1	7.95082e+17	14.5854	152.86	449839	6.11408e+06	1399.98	1	4	14.6929	151.395	-27420.8	14931.1	93.9469	4.09894e+06	1.42539e+06	48.7463	84.9295	4.58312	4.49327	2	6.71741e+17	0.00033501	0.0158816	0.000343841	2.23816e-05	2.55326e-05	0	-0.014512	0.00169726	8.97658	2	0.0112399	287.41	596.291	33.3862	3.66404e+06	710365	0.357054	2	0.836501	1	0.846473	0.0531779	59.4415	26	24.7412	1.7667	0	0
100062	8.3957e+17	40.1546	82.044	672.609	451040	6.11435e+06	1463.06	1	6.30664e+17	40.2316	82.0656	451037	6.11432e+06	1399.96	1	14	39.8039	83.5906	-26209.2	15227.2	-8.95419	818846	53928.6	14.4958	136.814	2.15708	50.8224	10	9.11886e+17	0.000260223	0.014061	0.000281571	3.12741e-06	1.88299e-05	0	-0.0137742	0.000180674	1289.63	12	8.55554e-269	363.492	755.007	3.01302	842725	33307.9	56.8297	10	1.43476e-08	1	1.2359	0.095131	29.447	28	17.115	1.12054	0.173711	0
100063	2.74913e+17	55.4076	310.556	688.178	450967	6.11439e+06	1473.54	1	2.89676e+17	56.132	308.023	451194	6.11452e+06	1399.96	1	33	55.2685	309.379	-26268.5	15300.7	1.10608	898276	70590.6	80.712	214.433	3.73358	29.6723	29	2.37715e+17	0.000112907	0.00965127	0.000104234	1.57688e-06	1.21457e-05	0	-0.00624091	0.00012448	578.804	31	3.18703e-102	818.049	687.72	13.2404	736997	42911.9	19.9246	29	0.895256	1	0.431725	0.079367	12.2325	13	8.45724	0.515238	0.331566	0
100065	8.18117e+17	49.052	227.238	786.129	449942	6.11463e+06	1470.26	1	8.3979e+17	48.5705	227.602	449947	6.1146e+06	1399.95	1	8	48.9076	227.19	-27299.7	15500.4	-6.98212	6.07596e+06	1.2677e+06	85.553	143.28	7.179	1.48063	4	6.18644e+17	0.000332595	0.0063833	0.000384137	1.79704e-05	1.50935e-05	0	-0.00635451	0.000497394	30.5126	6	3.13991e-05	531.173	773.238	12.8015	5.66051e+06	547734	2.72761	4	0.604392	1	1.32224	0.0978022	32.0101	36	19.8798	1.52585	0.223773	0
100068	5.26806e+17	48.4671	335.087	687.084	450708	6.11547e+06	1466.8	1	3.36682e+17	49.6319	333.094	450627	6.11548e+06	1399.97	1	8	47.7858	334.797	-26532.4	16328.4	-9.2815	2.27555e+06	480490	80.6794	177.13	7.6303	1.99402	4	3.80291e+17	0.000227817	0.0143866	0.00017718	1.50451e-05	1.55861e-05	0	-0.00917585	0.000412193	100.926	6	1.60824e-19	586.269	703.042	17.9748	2.52777e+06	340989	5.15072	4	0.27218	1	0.753167	0.0818116	22.4833	20	15.3582	0.891926	0.316713	0
100078	5.99336e+17	39.9984	24.491	691.57	449539	6.11394e+06	1471.07	1	4.97973e+17	40.4906	23.8702	449494	6.11394e+06	1399.96	1	3	39.6624	24.286	-27607.6	14879.1	94.5715	2.48254e+06	1.4672e+06	46.8409	203.658	59.034	0.236931	1	5.40398e+17	0.000288225	0.00352074	0.000287486	3.14546e-05	1.88831e-05	0	-0.00409177	0.00741874	0.0146869	1	0.903541	520.683	595.253	24.2356	1.64524e+06	201043	1.74453	1	0.186566	1	0.834617	0.0798122	14.618	24	7.35043	0.936761	0.276437	0
100098	3.84763e+17	49.6628	198.508	682.603	450766	6.11497e+06	1466.64	1	2.02656e+17	48.3523	198.49	450716	6.11497e+06	1399.97	1	14	50.3945	197.875	-26411.2	15830.8	-7.68023	1.48455e+06	166744	80.8262	185.365	2.81924	15.723	10	3.06711e+17	0.00015599	0.014295	0.000115391	5.19589e-06	1.44276e-05	0	-0.0093826	0.000200553	232.393	12	6.34068e-43	545.938	774.775	6.64579	1.48377e+06	148547	35.8908	10	8.78912e-05	1	0.470005	0.0703862	9.82378	13	6.04024	0.349306	0.612541	0
100101	2.39628e+17	50.6624	281.383	720.934	450866	6.1154e+06	1465.77	1	1.65297e+17	51.2938	280.547	450862	6.11554e+06	1399.98	1	14	50.0145	280.347	-26386.3	16268.1	-9.55127	385752	50830.6	76.8718	193.45	2.96779	46.6439	10	1.57722e+17	5.90574e-05	0.014836	4.41342e-05	1.69226e-06	1.45992e-05	0	-0.0101026	0.000188544	659.79	12	1.76873e-133	581.782	766.842	3.73034	599247	80114.7	53.8922	10	5.0819e-08	1	0.410088	0.0617664	12.9682	14	9.76837	2.61412e-09	0.25466	0
100106	2.85142e+17	42.5289	233.127	617.34	449938	6.11443e+06	1470.85	1	1.88451e+17	43.1194	232.676	449961	6.11445e+06	1399.97	1	4	42.156	233.062	-27352.5	15229.5	94.7647	880432	421703	89.3605	176.304	34.6867	0.00658926	2	2.32511e+17	0.000160156	0.00589602	0.000163071	1.04811e-05	1.79235e-05	0	-0.00555558	0.00193795	0.951334	2	0.621471	678.281	481.761	69.5139	825520	92683.4	0.319995	2	0.852146	1	0.378146	0.0657171	15.1328	12	9.24726	0.72719	0.537473	0
100107	3.17628e+17	37.5159	161.672	628.47	450788	6.11451e+06	1467.02	1	2.0189e+17	36.3992	162.616	450823	6.11454e+06	1399.99	1	11	38.4041	162.557	-26513.5	15359.6	-6.56783	992416	126918	53.7246	175.008	2.886	42.315	7	3.09994e+17	8.06701e-05	0.0160269	6.77683e-05	1.98441e-06	1.93488e-05	0	-0.01128	0.000186356	89.5263	9	2.02625e-15	428.456	649.322	0.519138	923216	58586.6	122.486	7	2.32484e-23	1	0.447529	0.0829499	13.0182	10	8.65824	0.789494	0.30578	0
100109	1.8572e+18	42.1129	51.007	736.923	450641	6.11466e+06	1463.4	1	1.40189e+18	42.2318	51.232	450619	6.11464e+06	1399.95	1	14	41.7979	51.7974	-26656.4	15519.8	-11.172	5.69368e+06	392042	28.9365	145.457	1.51814	68.3054	10	1.22442e+18	0.000451978	0.0168192	0.000490065	9.92619e-06	1.80642e-05	0	-0.0137124	0.000138064	375.294	12	6.38404e-73	519.813	632.585	2.50317	4.93563e+06	229350	378.979	10	2.78718e-75	1	1.69766	0.113403	34.2766	40	19.8693	1.32374	0.20765	0
100112	4.78695e+17	15.0705	274.857	711.623	450159	6.11489e+06	1470.83	1	4.05069e+17	15.5313	276.502	450159	6.1149e+06	1399.98	1	3	15.1566	275.256	-27084.2	15737	94.6818	765828	355306	69.0429	96.4435	10.0095	0.0271354	1	2.32291e+17	0.000143827	0.024886	0.0001445	1.09775e-05	2.54625e-05	0	-0.0251014	0.005182	0.139447	1	0.708831	319.243	566.084	49.0563	848738	207985	0.0658519	1	0.797475	1	0.696848	0.0715579	24.8984	22	17.2167	1.14089	0.34854	0
100118	9.11067e+17	41.4961	3.9628	707.196	449366	6.11396e+06	1472.36	1	7.2569e+17	40.8551	4.51468	449291	6.11394e+06	1399.97	1	5	41.4957	3.24363	-27890.8	14831.9	-5.84191	5.92012e+06	1.51069e+06	60.4909	112.678	6.39131	0.0134588	1	7.03411e+17	0.000358943	0.0121029	0.000370312	2.10114e-05	1.81822e-05	0	-0.0121124	0.00142078	12.7277	3	0.00526395	472.686	668.671	39.348	4.42451e+06	519880	4.76193	1	0.029096	1	1.22287	0.0929202	25.1735	28	13.5084	0.757748	0.119484	0
100127	4.16782e+17	52.7037	16.52	754.223	449263	6.11402e+06	1470.1	1	2.15117e+17	51.906	16.4755	449164	6.11395e+06	1399.98	1	5	52.9657	16.668	-27996.4	14931.2	-8.79622	1.46341e+06	528288	55.6342	172.988	21.5358	0.102024	1	3.64672e+17	0.000172968	0.0041723	0.000176841	1.1166e-05	1.32421e-05	0	-0.0045171	0.00147286	3.11566	3	0.374135	673.785	737.05	50.2537	1.39306e+06	158488	0.798993	1	0.371395	1	0.310382	0.0285868	39.7587	15	17.3915	2.06496e-06	0.0277003	0
100128	4.93107e+17	33.2216	183.922	711.873	450366	6.11474e+06	1468.97	1	3.83904e+17	33.0366	183.97	450355	6.11475e+06	1399.98	1	4	33.4565	183.129	-26919.4	15575.5	93.5093	1.21932e+06	462303	63.3836	99.941	8.8006	2.39026	2	3.06077e+17	0.000171998	0.0137057	0.000174147	1.1552e-05	2.10545e-05	0	-0.0132338	0.00262407	10.3478	2	0.00566257	270.446	751.452	59.134	1.7468e+06	536417	1.06602	2	0.586837	1	0.608148	0.0678152	21.317	23	13.7378	0.970678	0.221331	0
100130	3.91892e+17	46.3733	277.541	702.263	450824	6.11503e+06	1465.9	1	3.52631e+17	45.9107	278.655	450809	6.11508e+06	1399.98	1	17	46.3114	276.174	-26400.7	15921.3	-8.6028	1.11343e+06	80912.4	80.065	172.583	1.78095	111.666	13	2.6571e+17	0.000117086	0.015104	0.000100478	2.03378e-06	1.62203e-05	0	-0.0105412	0.000122769	335.475	15	2.27771e-62	528.04	710.989	2.68271	1.33628e+06	88140.5	61.0438	13	3.41557e-08	1	0.671154	0.0711246	23.5249	22	18.0805	0.626162	0.248326	0
100131	2.54262e+17	45.5874	315.588	757.872	450070	6.11405e+06	1466.49	1	1.8844e+17	44.1433	315.525	450048	6.11407e+06	1399.98	1	3	46.0737	315.892	-27088.5	14874.6	92.4303	614077	204974	88.8674	103.372	10.4704	1.31936	1	1.9386e+17	0.000112797	0.0138102	0.000113467	1.23335e-05	1.63211e-05	0	-0.0144156	0.00294655	0.19446	1	0.65923	367.329	854.237	58.5715	677855	126754	1.33629	1	0.247689	1	0.231714	0.0571549	3.51601	10	1.85352	1.16499	0.607832	0
100133	2.7515e+17	21.946	333.104	681.385	450988	6.1146e+06	1463.83	1	2.04056e+17	21.9807	334.578	450989	6.11458e+06	1399.99	1	10	20.6081	331.399	-26238.5	15485.2	-8.92742	517431	34625.7	64.8991	128.003	2.51715	148.45	6	1.96005e+17	2.81994e-05	0.0180497	3.33891e-05	3.93568e-07	2.44791e-05	0	-0.0188581	0.000153824	1626.94	8	0	220.503	701.161	3.17137	475488	17696.3	33.0312	6	1.03418e-05	1	0.0403643	0.00328621	714.383	17	80.3618	1.72161	0	0
100134	2.84955e+17	34.2721	275.022	659.163	449621	6.11451e+06	1473.64	1	2.49275e+17	34.057	275.697	449571	6.11448e+06	1399.99	1	3	34.3024	274.783	-27598.6	15312.6	96.1586	586742	394129	88.0952	107.694	21.8358	0.618699	1	1.89508e+17	0.000134224	0.0121072	0.000134284	1.42704e-05	2.07773e-05	0	-0.0126692	0.00501376	0.791645	1	0.373603	304.938	729.555	63.8324	758343	166811	1.2359	1	0.266263	1	0.363502	0.0625872	14.8656	16	8.78439	0.949958	0.219738	0
100136	5.5682e+17	37.1886	131.639	726.466	450057	6.11485e+06	1472.44	1	4.86676e+17	37.8074	133.046	450098	6.11481e+06	1399.97	1	3	36.5668	131.856	-27235.9	15764.7	95.4031	1.06168e+06	494380	35.1434	104.737	13.7523	0.00579434	1	4.49174e+17	0.000257703	0.00675587	0.000264629	2.5343e-05	2.00059e-05	0	-0.00728424	0.00215829	0.0474049	1	0.827642	419.25	653.84	27.3797	923685	158467	2.84462	1	0.0916803	1	0.612103	0.0747063	14.7977	21	9.23237	1.56615	0.283814	0
100138	6.62785e+17	43.5497	110.057	688.488	450739	6.11449e+06	1467.32	1	4.82664e+17	43.9589	110.708	450726	6.11451e+06	1399.97	1	10	43.905	111.452	-26544.8	15376.6	-6.43927	1.12196e+06	116248	20.4596	170.852	2.50094	28.1757	6	7.87777e+17	0.000186868	0.0157771	0.000167875	4.98847e-06	1.72221e-05	0	-0.01172	0.000187417	132.819	8	7.36204e-25	498.685	680.818	3.42031	600455	47962.1	166.487	6	2.50023e-33	1	1.04047	0.0919595	20.3133	23	13.6866	1.28644	0.304396	0
100140	2.87838e+17	42.1181	252.152	652.167	449791	6.11413e+06	1468.59	1	2.29181e+17	41.2819	252.819	449795	6.11416e+06	1399.98	1	3	42.7079	252.319	-27467.7	14934.5	94.2121	741399	254273	84.4285	121.004	13.9545	0.00881983	1	2.13962e+17	0.000142779	0.0132707	0.000144521	1.22047e-05	1.77047e-05	0	-0.0136135	0.0025838	0.00562716	1	0.940203	490.652	661.84	33.4987	718698	90493.8	1.19211	1	0.274904	1	0.331304	0.0570857	6.92885	14	4.83688	0.765664	0.409078	0
100141	3.79078e+17	44.6878	264.855	745.265	449778	6.11441e+06	1472.18	1	2.09384e+17	44.5165	264.205	449722	6.11436e+06	1399.98	1	5	44.827	264.515	-27452.8	15280.9	-5.18722	1.67665e+06	468335	81.2299	129.579	8.95612	0.49873	1	3.25581e+17	0.000212536	0.0086397	0.000220677	1.25132e-05	1.68432e-05	0	-0.0085974	0.00121015	12.9173	3	0.00481897	514.28	688.164	20.7035	1.44071e+06	139594	1.05999	1	0.303218	1	0.334877	0.0557491	20.2534	12	14.071	6.90604e-09	0.174232	0
100143	1.81576e+17	10.0228	296.664	740.459	451051	6.11445e+06	1462.93	1	1.63048e+17	10.2085	298.28	451038	6.11448e+06	1399.99	1	8	10.5628	289.383	-26170.3	15339.3	-9.19386	26423.6	2241.54	63.8851	111.129	1.70585	95.6185	4	4.45128e+16	1.62676e-05	0.0221715	1.73839e-05	2.57789e-07	2.60632e-05	0	-0.0200013	0.000189602	443.675	6	1.12732e-92	151.545	716.581	2.30136	143466	15158.1	72.8041	4	5.80338e-15	1	0.175287	0.0169937	16.1081	8	6.09403	1.78391	0	0
100147	3.18354e+17	39.6842	330.416	751.622	450048	6.11405e+06	1466.83	1	2.70411e+17	39.6082	332.203	449996	6.11406e+06	1399.98	1	3	39.9885	330.469	-27098.2	14877.7	92.4597	921851	559505	77.7078	98.6355	15.3872	0.0855019	1	2.43746e+17	0.00014802	0.0100415	0.000148421	1.29738e-05	1.87603e-05	0	-0.0105696	0.00381317	2.61852	1	0.105623	485.376	625.466	65.9688	816915	146996	1.1926	1	0.274806	1	0.325922	0.0579676	10.5892	14	7.90269	0.776568	0.336978	0
100148	2.22299e+17	39.6314	215.769	730.701	450780	6.11452e+06	1466.84	1	1.499e+17	39.0467	215.794	450888	6.11451e+06	1399.99	1	9	40.715	215.197	-26513.5	15404.5	-6.85656	739519	165797	82.8649	173.302	3.75954	24.3257	5	2.14845e+17	3.26024e-05	0.0183913	3.01003e-05	7.58257e-07	1.84839e-05	0	-0.0149167	0.000208116	328.893	7	4.04471e-67	528.557	581.436	2.33304	475317	30481.5	47.0431	5	5.56754e-09	1	0.310551	0.0613616	10.4075	13	6.50727	0.583175	0.251463	0
100149	4.96635e+17	32.7256	284.924	687.488	450758	6.11488e+06	1466.34	1	3.84897e+17	32.8796	285.013	450734	6.11491e+06	1399.97	1	9	32.6098	283.374	-26468.6	15750.4	-8.01852	1.32567e+06	175254	85.6713	129.403	3.71123	19.5959	5	2.86706e+17	0.000117039	0.0168852	0.000126617	3.29294e-06	2.13257e-05	0	-0.0145831	0.000243372	148.187	7	9.75358e-29	267.392	748.784	7.08608	2.37549e+06	240259	22.6374	5	0.000395928	1	0.62951	0.0703244	15.9434	18	12.0713	1.07824	0.359772	0
100151	3.49375e+17	26.3678	260.481	705.682	450978	6.11463e+06	1464.34	1	2.29938e+17	26.1195	262.727	450945	6.11464e+06	1399.99	1	7	27.0652	258.34	-26231.7	15508.9	-8.44724	3.98922e+06	510796	80.7748	153.853	2.31561	101.602	3	5.06068e+17	1.72702e-05	0.0202997	1.89794e-05	2.4084e-07	2.29463e-05	0	-0.0194717	0.000217614	1726	5	0	209.498	744.646	3.47344	720410	63528.8	15.0263	3	0.00179428	1	0.328762	0.023909	37.5505	19	12.0513	1.68626	0	0
100157	5.61512e+17	41.3601	191.073	685.454	449877	6.11424e+06	1468.96	1	3.38514e+17	41.0421	190.141	449964	6.11424e+06	1399.98	1	6	41.5684	190.7	-27355	15104.3	-7.56548	3.02559e+06	789522	71.4096	145.332	10.3612	0.448822	2	4.57502e+17	0.000246107	0.007412	0.000274553	1.46112e-05	1.81539e-05	0	-0.0072246	0.00068733	26.0973	4	3.02473e-05	507.244	631.724	46.5368	3.24734e+06	311394	0.48872	2	0.783206	1	0.677528	0.0749133	13.8413	20	9.90269	0.974913	0.3997	0
100161	2.6575e+17	40.2078	226.889	652.036	449314	6.11414e+06	1474.4	1	1.92848e+17	40.2574	226.216	449368	6.11417e+06	1399.98	1	3	40.2971	226.949	-27969	14946.3	96.1374	569078	255456	87.0278	111.371	16.5561	0.196747	1	1.86766e+17	0.000127901	0.0107251	0.000128784	1.34394e-05	1.86434e-05	0	-0.0112672	0.00314434	0.0864649	1	0.76872	492.167	627.209	47.7994	588756	85852.9	1.18448	1	0.276445	1	0.364266	0.0708996	11.2556	10	8.48453	0.707104	0.613579	0
100164	4.15833e+17	56.6575	298.727	833.672	450832	6.11458e+06	1461.83	1	2.80739e+17	55.7342	298.585	450814	6.11468e+06	1399.96	1	29	56.516	297.774	-26382.5	15485.8	-11.5223	1.88984e+06	155221	74.9677	180.167	3.14377	30.3302	25	3.5379e+17	0.000176029	0.0104209	0.000188757	2.43437e-06	1.15387e-05	0	-0.00819072	9.04127e-05	801.883	27	1.5578e-151	629.015	926.318	11.0057	1.6761e+06	58713.5	58.845	25	0.000150548	1	0.355609	0.0681754	9.37005	14	6.78451	0.202062	0.365005	0
100165	4.17214e+17	49.009	265.7	673.738	450232	6.11497e+06	1467.97	1	3.00756e+17	48.8118	265.91	450255	6.11505e+06	1399.97	1	8	48.9631	265.604	-27000.5	15877.1	-8.93014	1.69655e+06	474837	77.0647	172.857	16.7147	0.626553	4	3.32351e+17	0.000218658	0.00475418	0.000244215	1.29979e-05	1.50689e-05	0	-0.00460199	0.00063548	12.6487	6	0.0489656	674.147	629.138	48.8551	1.67618e+06	168120	1.8718	4	0.759324	1	0.440014	0.0678534	13.9908	15	7.69517	1.14919	0.664259	0
100170	1.84816e+18	44.0406	140.795	736.878	450156	6.1143e+06	1466.54	1	1.24424e+18	44.3128	140.159	450182	6.11429e+06	1399.94	1	8	44.0876	140.488	-27088.2	15180.2	-9.02945	1.455e+07	2.80112e+06	40.3226	133.797	4.63557	2.18801	4	1.48118e+18	0.000699618	0.00917068	0.000784104	3.89533e-05	1.71476e-05	0	-0.0083083	0.000530345	17.2622	6	0.00836648	511.737	677.496	19.1468	1.28243e+07	986114	3.18676	4	0.527072	1	1.87301	0.116047	54.7898	45	34.3556	1.14908	0.171291	0
100174	4.19298e+17	55.4765	161.204	691.492	451131	6.11473e+06	1463.96	1	2.57675e+17	55.1776	161.305	451117	6.11476e+06	1399.98	1	25	56.3539	161.588	-26116.1	15605	-8.58865	1.6735e+06	53144.6	59.1761	215.921	2.24434	12.9114	21	3.77639e+17	9.30785e-05	0.00802549	0.000121367	1.2881e-06	1.16181e-05	0	-0.00545233	7.97882e-05	1674.35	23	0	841.869	666.532	10.2786	1.65572e+06	52130.7	14.844	21	0.830696	1	0.357288	0.0564449	11.2919	8	8.61744	1.04879	0	0
